,ID_ALUNO,ID_MATRICULA,NU_IDADE_REFERENCIA,TP_SEXO,TP_COR_RACA,TP_ZONA_RESIDENCIAL,ID_TURMA,CO_ENTIDADE
20060,FDE7808BE4B4DDA46EF90800DD5F753E,280934707,10,1,0,1,9064446,31244279
20062,7BD39D2BAC9704FB7561B8636F30F437,23912518,12,1,1,1,12116493,31328294
20063,B4760BF20B7CF0EB7F928CD95FCD2402,280411137,9,1,1,1,9064085,31244279
20064,A8B4FE226C639FAE7896D20EE71A20B4,295128144,12,1,3,1,12858027,31217743
20066,0E10CCA8FEC16D740802B381B4BE7BD0,285931456,2,1,1,1,3456314,31205231
20068,1584662F83330A7EC6F2934A7B77D268,281533228,9,2,1,1,11990331,31266965
20069,9B3632C2E6A1D134098FA385175277E3,230374368,12,1,3,1,12096443,31203092
20070,8E71FFC40F5553D33699C12FA2D58F07,294994387,17,2,2,1,12851162,31202894
20071,CE9105469A4F773022819B80EA5FEA9C,280406048,14,2,1,1,12151412,31346314
20073,DFCD687A032BC3DF7AD1332A52A97AFC,295004046,15,1,1,1,12850454,31203009
20074,5C3D9405CE8039DCD02D0ECBB06784D0,222113483,7,2,3,1,8816317,31203122
20075,B700F395430E1E5F62A9401A400F43AA,303462471,40,2,3,1,13212563,31202967
20076,3C83E968C6B91F65D214B603DF9CD253,224815790,6,1,1,1,12009488,31202878
20077,C3A44C269FCE8DD5D39A0579F0CBA8BC,287434386,12,2,1,1,12012558,31202878
20080,F9961AA72BB47DE048DEE895835F314C,277031782,0,1,1,1,11891183,31347949
20081,AB820A3E7C02C84415C3461FC6204A5E,31056172,9,2,0,1,581213,31203076
20082,466998AF2CA6038F939D00BB7BEFA4E1,221834702,5,2,3,1,12077973,31202983
20083,D9BDA30F1E08099AD1F604D340FC9258,243281015,16,1,0,1,87478,31205265
20085,31ABF0028483524FD359AA73FC8D184D,287550490,3,1,0,1,12139472,31288128
20086,D98265F61AE12AD00E8C5AB764ABA871,248304095,17,2,1,2,3383986,31205265
20087,D90BB01D6DB5EDDB59B7FBDC962F4645,295001027,17,2,3,2,12851358,31202975
20088,9FF8F3104788745FF7E5B394D0A05BC3,300699547,4,2,0,1,12460413,31203076
20089,F2A333A663416D352943185D2E499321,294994011,15,2,0,1,12851355,31202975
20090,1B80D25772D6EE64ACA65153BABBEB5E,295006550,11,1,1,1,12851454,31203106
20091,BECFB4ABC818A496C1F98E803A2605F1,174593648,6,2,2,1,12101359,31202983
20092,146763B539A877A2566DF3EBB41F2E2C,279693261,7,2,0,1,11990311,31266965
20094,65FB758B39246D74C427BEAA214476FC,295003850,18,2,1,2,12850456,31203009
20095,3EA47B0E0C5D6D1AF11650DA5BFCD4E1,232884482,9,1,1,1,87495,31205265
20097,8A74B8E8FFE8171FE251504C75D3BCF8,226986281,8,1,3,1,9284730,31203068
20098,8D7BFFE2E67F24A6DA0FAB5E473667B0,282028653,12,2,3,1,11899132,31251933
20099,868BDF07DFFA864AF6A6A63742557C01,295006848,16,2,3,1,12851466,31203106
20100,B49E8E6A83256D5FEADE3704F677C0DA,295468487,11,2,1,1,12242300,31261009
20101,E55BAE78ECEA4C437F5DE8DCC0415E2C,295004435,18,2,3,1,12850446,31203009
20102,8594706EE833C83775B926E82A78F3E9,303462231,14,1,1,1,13212027,31202967
20103,936131B8526E8059B024EC463838E4E0,326674156,2,1,0,1,14228116,31203092
20105,716C110AD2CA2718D0AC0380B2549B56,230375629,16,1,1,1,12098074,31203092
20108,00546DA222D8ED24D228D1BD739DF37E,223220333,10,2,3,1,12095086,31203092
20109,FADEB7CF2D2E129D1830D0C608F61375,14391530,8,1,2,1,12129114,31202983
20110,8F8069A32588DF3E52F1A054C0099491,326702817,8,2,3,1,14247585,31245674
20111,BA1272E50F2DE166B2692C45CE32BA03,303461163,15,2,0,1,13212017,31202967
20113,A0ABF44DC9D4E89CE04C05C83562EDEB,277407180,4,2,3,1,11942190,31202983
20115,5815CCD1281E309A5C2EB1B5AEEB4985,326707613,10,1,1,1,14247591,31245674
20116,ECCD6CF1E4F8789D92204709410F3461,290729874,7,1,3,1,12542230,31310573
20119,0195A720B72B2E0B15C0062C19DF7190,290885785,5,1,2,1,12665891,31261009
20120,BF9DD4AE1EF5B4DD439FA513CE3D0AB0,277815097,3,2,1,1,11957290,31210609
20121,21A420EEFA412A93771E670C24CF7D85,168013031,8,1,3,1,580260,31203076
20123,56F6D1C364674AE6DD504DA8332BAE70,295127039,6,1,3,1,12858018,31217743
20124,E076C12A950124BE99B2821B7B6F181C,294993606,16,2,1,2,12851361,31202975
20125,B3678E74D73A8944026F2D62FFFCCF5A,295127336,17,1,3,1,12858041,31217743
20126,9DC541042A2529553292A2D1CC6DF32C,295004213,18,1,1,1,12850450,31203009
20132,55E49B34C8DF413ECB7846558E682BC5,312542528,14,1,1,1,8823689,31292451
20133,D944500C6FFB3C712DF961AE97011514,227847587,11,2,0,1,12093780,31203092
20134,C27CC72131B1FB09BCE17A964F9FFC21,295002835,21,1,3,2,12850462,31203009
20135,242D00074BC6E3B1002452E2BDCCC2F4,295000711,14,2,3,1,12851357,31202975
20139,D477F6D4984013374A1371198EE8AA79,113390015,10,2,1,1,12145546,31316245
20140,430BFA5025980C31951DBBD23C3D2484,295006533,11,2,1,1,12851455,31203106
20141,7B86357DBFE11523E4AF4F89F2C7081E,279067344,12,2,0,1,11957965,31210609
20142,3FBEA00A6EE9389AA014EE2512BB91E6,295004167,17,2,3,1,12851411,31203009
20143,5DBF85D5FD6E9203A79B7AA65E2D818E,294993894,17,1,2,2,12851362,31202975
20148,342E4528D0F203A037C277156AA05276,282414317,29,1,1,1,12165588,31326160
20149,397752AE76EDF4915795140C7E20C15B,283207291,17,2,0,1,12223016,31364355
20152,26A90FD54F8CC2F47776A5835E3830CF,288328425,14,2,1,2,12098337,31203092
20153,7AA1084C98462FF9109CF3041ECB650A,230678023,8,1,0,1,12710143,31205265
20154,15F5D3D1607F863CF4AC34E931BB31A4,277906428,10,1,0,1,8842545,31203017
20157,AF8CB1C5410E6D514261F8F0F9A6D77F,295006308,13,1,2,1,12851464,31203106
20158,15A7DAC687C4D9EA4305B6C32292C56F,284744777,8,2,3,1,12088407,31203092
20160,04EC03DEF1F1748369D5DBF420B09D12,277774282,3,1,0,1,11879899,31251933
20161,88BC3E9487E89E5E8519D8B4F9D1633F,278966319,5,2,3,1,9058186,31244279
20163,BEDD591E1F97169D63963082ED80AE2E,295003904,13,1,1,1,12850437,31203009
20164,CAA71B4E28DA5663303C0AAD49152B7E,279514267,6,2,1,1,9055864,31244279
20167,D493D5839BF22C616E5DB7A6EE4C3CE7,283652315,5,2,2,1,11990008,31266965
20169,7E06CF31B57D9E267DF9C2AE055A0EE4,295004521,16,2,0,1,12850446,31203009
20171,1BA1B4BB98556069349DC2D5DF17E51B,237714651,13,1,1,2,12012562,31202878
20172,7CF0357A50D95749F885A96177DC0A4F,283206171,7,2,3,1,11990258,31266965
20173,92D76B4A1831E086F3F2E1ACD965CD4F,165888035,6,1,3,1,12055421,31203092
20175,DB43E402518618101C2704433C2CF540,282243302,4,1,1,1,11957296,31326054
20176,D630A21BCAB16622C1AEA8FE420CB719,283194621,7,1,3,1,11990258,31266965
20179,FC3EACE338523953006F589A1E775BAF,308542916,1,2,0,1,12341509,31362476
20180,FBD302D2CD694CA623DEC655BBC61026,242242111,16,1,1,1,87477,31205265
20182,60610F031C2A70560EA92F913D45264E,295006540,10,2,1,1,12851452,31203106
20183,F9CF03EDF3657EBE1BC00197FCA07098,222510129,13,2,1,1,8845519,31203017
20184,D3100509CCC2ECE2A43AE84BD79AF70A,295006232,15,2,2,1,12851466,31203106
20186,E826C4128060946D0610852EA4A2BD76,294993568,27,2,1,1,12851363,31202975
20187,6D603FB83C94B026A958CF215F8E5A0A,326925325,2,2,1,1,9254522,31242471
20188,071A81C274EA24111F3188270383B260,279634260,7,2,3,1,9059544,31244279
20191,BA7C53790BEAEEA73BEC3D37835B2607,163913147,8,1,3,1,8841607,31203017
20192,14D6388F9322178D3C755B35CCC52F15,295128187,16,2,1,2,12858046,31217743
20193,A28985D6DBE9BA68022A7037943F1A8D,326655817,2,2,0,1,14226330,31203092
20194,70B5BE3ECF3DDEFA287EDFC9CCA3970D,173196161,16,2,1,1,6688615,31354848
20196,8B543260902359B61B79FBAC44B0C0D0,283636699,5,1,3,1,11990008,31266965
20198,E89685A17FC223E919C595D83A5B9496,288472969,4,2,2,1,11990161,31266965
20201,D4D2FF65B012721F5D74F71E1423331F,279292274,3,2,1,1,12130563,31261785
20202,9E8659A10B7C6C124D94B10B2AC09F08,237751312,14,2,0,1,8828086,31205265
20203,BA54CB270C19623060DBC02EE957ADA9,50079179,9,1,0,1,12144950,31316245
20204,26197F33CC39F148BF39610EA4BF8D23,295003776,13,2,1,1,12850442,31203009
20205,7628F6FA5E6CDB1021BD211146F0E905,295006261,14,2,1,1,12851469,31203106
20206,E5A2C913CA4EFA307966BE4B2F4F4FBC,292205162,5,1,1,1,12710527,31261009
20207,AC61CE3220F66B54C920788FEA121DCE,294993180,18,2,3,1,12851158,31202894
20209,712FAD508C3E54A4D010B44B4DDA53A2,278351597,10,2,2,1,11990394,31266965
20210,6F4B2695B27F96B63D9BC1F91AA97627,295127965,13,2,1,1,12858030,31217743
20214,18B01E265E908B5746E2AA2F9C6208F7,287005381,2,1,1,1,12500805,31360333
20215,8EB3756A16CFD9CC1079DA69F9D452A8,248140589,17,1,1,1,3384015,31205265
20216,70B7A3B1483F5F64B95FDFEDE17415AC,295155019,14,1,3,1,12857793,31202908
20217,4C9022BA15CABFE05DAD74FC29924711,294053602,8,2,1,1,12243052,31261009
20218,F3F45C30566C6327D6CFB6C81A6266C9,295003836,17,1,2,1,12850441,31203009
20219,377DA18B1478597CAD30CAEADB0AE10A,279866473,5,1,4,1,11882204,31251933
20225,B993BA00CC8E869B783B1B1300092884,326691742,3,2,0,1,14228127,31203092
20226,6089444EF6715072948133A82F63575B,326735834,12,1,1,1,14247605,31245674
20228,29B1BDFB3187032B467E49B3C371BE52,294993882,16,2,1,2,12851360,31202975
20229,7FA1566E9FF4E4D2C7D537385774D411,310739487,3,2,1,1,12341591,31362476
20230,648ABC981E91D7F55363CFB3417E2FDD,295001113,15,2,3,2,12851358,31202975
20232,EE5CE842179669BB4C02C260C9877F40,283508852,6,2,1,1,11990231,31266965
20233,D83CFF5B37A6E7129360C5AF1F92751D,294993939,15,1,0,2,12851358,31202975
20234,D76C42470209DC1AAE96692131B9784B,312306520,12,2,1,1,8823647,31292451
20235,E521163566EEEFE1B00C52CCDFABF26C,116514310,15,2,0,1,12121158,31328294
20236,2A03F39CCAE32F628841A35D083FD8E7,290803866,22,2,4,1,12222238,31364355
20237,EA2863BA665D4A87B917284C9D3CD6D8,222459250,4,1,0,1,12060910,31328294
20238,5A4EBF635B5F97933B80FBC34C0488BF,295001123,15,1,1,1,12851356,31202975
20239,99F8EEF38A583BCBC422BC8A71DC4B04,312741002,1,2,3,1,12659710,31369047
20244,F29F2CF3B7E6CA0C4F795C15A62927F0,277522484,4,1,1,1,11971636,31202983
20245,E5683504E7EFFD30B33884940EB6ADF8,164657455,14,1,1,1,8878796,31203017
20246,454BD007437047ABB13DFA110AC5268D,278261801,9,1,1,1,12012384,31202878
20247,33234945A9F29C57E2A81C3F1883A3EA,66058858,8,2,0,1,1741032,31205231
20248,C17F066AB7A123FEFB48361BB7ABC780,295001033,15,1,3,2,12851366,31202975
20249,F890A6AF79E02DF02590323E00B3E423,279552377,4,1,1,1,12131524,31316245
20250,3F1E71B85022F8CF983D694995E420A3,295004722,11,2,0,1,12851407,31203009
20251,D50245CCE184FCB5F45B39AD6EBC7AAB,301700290,3,2,2,1,12404574,31217751
20252,2643400604B96B82CEABAEF54CD62FDB,288158415,3,1,1,1,12537968,31261009
20253,3F23C12D2FF948AF6F4F5AC90F0BEB06,294993199,15,2,3,1,12851156,31202894
20254,547A809E1574AC5BC435EFB6B0BBEB01,295003984,15,2,3,1,12851408,31203009
20255,B1647B0C0A6AEA4461835EDB3A09EAAD,282888968,8,1,3,1,11990284,31266965
20257,901F6DFE537C192206C27C5F5CBFB56E,295128026,14,1,1,1,12858026,31217743
20258,82A21D30EC48F67755A9C3CCD7714BCD,280922495,12,1,1,1,9064446,31244279
20259,1BE072E8B3D362D4DDEB61816FB2444E,294120629,8,1,3,1,12243129,31261009
20262,C622955646B15176D66831D75878296E,167280346,8,1,1,1,12115135,31328294
20263,9ACDCA3C58157CDC6B77664216535EA8,295005085,12,2,2,1,12851455,31203106
20264,43CE6E566D45CE8830EF49207348B26A,279024863,5,1,3,1,11993200,31244279
20265,E14E2DC0B1BCDF249A3EE3E349370209,23111479,9,1,3,1,12115221,31328294
20267,A925FE6553CC6A865A77C6C69B17ACD9,305914947,8,2,3,1,8826080,31292451
20268,9100C5BDF0B191F0DB8D769D6B7A8CF3,156142701,13,1,1,1,12319725,31202983
20269,DCD3A9D89C04B91485931AD313C325BA,307796181,11,1,3,1,13192261,31292451
20270,55C944F88A786F73FB1625F621E366F5,294061786,8,2,1,1,12243092,31261009
20271,187A87085B66F00057F3C8CFCB1EEDFC,19094939,14,2,2,1,12341134,31202983
20272,74010BE2693548C9C53D2A229F340134,295003523,17,2,2,1,12850449,31203009
20273,6BC24C75521D596D5A1DC4B789B18ACB,222683303,13,1,3,1,12147379,31316245
20274,C8D1AE953DFFE895A683CAE899803C9C,245632208,2,1,0,1,12345145,31348449
20276,19D604DE5AFECC6337255E741C353E5B,295004182,16,1,1,1,12850445,31203009
20277,63669A87129401CB921DB8D259552AD6,282968242,31,2,0,1,12165640,31326160
20278,B08CB7349C4B4922EC85666CA33D4535,309122607,2,1,0,1,12341553,31362476
20279,5C9F4A080CACA1142DAA030CFFEF3359,190506236,15,1,1,1,12320682,31202983
20280,BC923FAB1CB5936C7264A766C4F7FAD9,298835119,15,2,1,1,12665988,31202983
20281,A84A59AB65CA73C3C8CCF8D4356E59ED,312571601,14,2,1,1,8823689,31292451
20284,54A2935776E9E84C2A549701350B8743,252001882,2,2,0,1,13014851,31360325
20285,27765B35872093F39D58FA140EF08ABE,308622569,11,1,0,1,12341509,31362476
20286,6194326DDE1A2F19D2620C11F2140077,280194869,4,2,3,1,12131572,31316245
20287,5668CB8D479D36DD6D60B50A6A3BAEDA,295003986,15,1,1,1,12850444,31203009
20288,887C2F676AF35CBD170DAED925896526,295004016,16,1,3,1,12851408,31203009
20289,B96F5360E95EFBF8EFFD2E3ECBC4E4E9,295004239,18,1,0,1,12850456,31203009
20290,EF20A89447E8C89250F6A77CF12B92B3,295004267,17,1,2,1,12850455,31203009
20292,E508D1D525BEACA84B0AF5C9338AFED2,312311240,13,1,1,1,8823647,31292451
20293,C6AF142EDD2B1B9617040BE6DE23045B,165057596,3,1,1,1,13014190,31360325
20294,A8E23DBE196398990AD941F8C1E92B85,254532651,2,1,0,1,12428071,31295621
20295,D2D7A61804CCD71A0D575025E50F8778,26424045,8,2,3,1,11959971,31326054
20296,80BEB00D3F643EC1E14BF18AB4284052,225138304,8,2,3,1,12406331,31217751
20297,CCB37159F254DB6AAD1E4228A405AD7A,223264382,11,1,0,1,12097513,31203092
20298,6017A651BFA9FF766F07B4AD955EFF55,323437236,17,1,1,1,8827159,31292451
20299,626465AA14E94024DDFFADF5598E4F76,323390371,6,2,1,1,5973899,31205265
20300,6BADDF54C843E4E69E6F6A80E347EFA3,326142623,4,2,0,1,14219400,31203092
20301,0C9DF7CA3315C4D9B13FA182FF78FC4A,66102483,13,1,1,1,1741039,31205231
20302,DD6732DC62A35D84B17B107471174DD7,221317894,5,2,0,1,14218525,31203092
20303,E7CDE044DC18F2389FB7059DB02E13F8,66111954,15,2,1,1,1741042,31205231
20304,9ADFFDF57D74FCB18A7B850EBE73A100,281206886,8,1,3,1,11881475,31251933
20306,78732A743EDDC21268A5FF3204099CC2,301091211,8,1,3,1,12851166,31202894
20307,01AA845E33FF426DF298F1B86103E3A3,300200409,19,2,1,1,13062935,31202983
20308,109000DEC75EAB30D5CAEC437FFC82AE,285918870,2,2,1,1,1741026,31205231
20309,7F6A6F380D9D39E1C1BF1BAD1AE6CB3B,300076368,17,1,2,1,13062935,31202983
20310,5222FA729E1CE2EE38D579FDD06A3AA4,287475117,16,1,3,1,12012587,31202878
20311,A21B9095A397395ED6F7E66C21C1FA74,326714345,16,1,3,1,14246992,31202894
20312,265DE53AC8F1DB179DA4E1617736E158,221269747,5,2,1,1,14218512,31203092
20313,0CCF82B4472A35E0E68D9D37AD4EBAB1,287472390,8,2,3,1,11961419,31326054
20314,F1B362DCEC38BD7824890132979AF8A3,104754723,10,1,0,1,581256,31203076
20315,0E50D3B753362203C36D302A2C35804B,287074168,1,2,2,1,12501887,31360333
20316,4302FC9CB0FC99CA203C20DEC94698AD,287045533,3,1,1,1,1743561,31205231
20317,F73A65412443FB29265F683E424CD22F,278115526,3,1,0,1,11992884,31347922
20318,CCF8C28501F66EA03ED2CE6417DE7C65,289088102,17,2,1,1,12223078,31364355
20319,D432F4FD1E7D97F1DD529311ADE18198,326676083,10,1,2,1,14245915,31245674
20320,AE6715BEE0604D642ECCF7C362F63E68,326696209,3,2,0,1,14228127,31203092
20321,0BF1F730DC2223BF5CC2B4C5033A988A,287764100,31,1,1,2,12533900,31202983
20322,EAF8AE7F72D5E7BB5C09CEF4F31FBA96,294993724,17,2,0,2,12851364,31202975
20323,734DE729DE32CD88F1D72151ACC689ED,287560857,16,2,3,1,12280545,31328294
20324,D453101EEB4121DA309E2101B88C2147,295007356,15,1,1,1,12851467,31203106
20325,4F3E4C06CF3B1A3FBA75889B75B0682E,1531188,12,1,1,1,143987,31203122
20326,424A6D9B99F8C9ACCD1F92B35BBC82FD,1496116,13,2,1,1,143988,31203122
20327,B995718E7B7503ECE40A06ADE725FEEE,295003838,23,2,3,1,12850462,31203009
20328,5F6EEE2B84C37467D4D25D49F62D8F2A,295003843,15,2,2,1,12850454,31203009
20329,DF34602E837D82EDDAE701C23F5D75E8,283170870,7,2,3,1,11990311,31266965
20330,53409DEB29CB694FC82FE866BB3FDF32,249382962,2,2,3,1,12659743,31369047
20331,21143E2E7A706D3F1D851AB925E1B7F4,164573856,15,1,2,1,8843880,31203017
20332,AE573852F36828A01A4B335F882CD291,230485179,14,1,3,1,12098178,31203092
20333,E7F725913CDF51239FC8EC739FBBD9B6,230675086,14,2,0,1,12098337,31203092
20334,C65E7AA1885E963780F84D4FBD071267,166252337,8,1,1,1,11928770,31203122
20335,CC63634E2496137773FCFFD5F270AA19,290472221,6,2,2,1,12010238,31202878
20336,46E1A68FEAAF472924BEC059458E8A81,295003944,17,2,1,1,12851411,31203009
20337,0F9FB8E4376D67CA4A575048214EFA86,223025635,12,1,3,1,8843880,31203017
20338,C6CA37961371D2FCB10D05C7CAD2B209,188475019,6,2,0,1,579903,31203076
20340,FF3DF0C89C28A8D8843F63726B302B6A,291558472,11,1,2,1,12010628,31202878
20341,E517990A88E443CAAA58D5DB3D63550C,232400768,10,2,1,1,1739799,31205231
20342,4313563CCC505E28A0A85F3561AE439E,234199750,7,2,1,1,579514,31203076
20343,AA717F88C0FFF2AA18CE06C2235E15A9,302926126,3,2,0,1,12346165,31348449
20344,E739490EED79DAB5E83A9438D427BE36,291629009,7,2,3,1,12241961,31261009
20345,980D54D70EFE20DC78733D4854B39118,278084076,10,2,1,1,11991258,31266965
20346,AAEEE1C19214FA8112BD19EA7C0C159E,292671850,24,1,1,1,12521297,31245674
20347,82FD2EEE1C5D824E54C7B8C2910F3B31,290962775,6,2,1,1,12542203,31310573
20348,E5EF5AB95B5C3F76DFA38786C4D73037,230118382,7,1,1,1,8825527,31205265
20349,2DFD18CB6FBEA916FFC7A06ED35F16F1,294993658,15,2,3,1,12851355,31202975
20350,39807ACE656F485629DCB341410F66CA,302956778,3,2,0,1,12345394,31348449
20351,168C39E70CA3DBFC0B0801CD3FD5E27F,1998427,16,2,3,1,143996,31203122
20352,5A1001B18796FE5D72847F0F37EAFB3D,291564666,11,1,3,1,12012443,31202878
20353,7E6D96EAC08319804717D27E84358772,295354072,10,2,3,1,12242267,31261009
20354,16011A290EEB43BCC42A3631D24B9303,227273246,11,2,1,1,12012562,31202878
20355,F94A0B4E83642467C7A7DC5ABE9AE719,227975245,12,1,1,1,12012587,31202878
20356,EF6392E05CFD58C27AA4C1DB76E32B5F,302943460,2,1,0,1,12345394,31348449
20357,F06ACF081D02017F0C3BC7FAA737882D,278674049,5,1,3,1,12078017,31202983
20358,2B78FE28EBB911A5502A44BD0470A08C,279266826,9,2,1,1,12130776,31261785
20359,8A97B74E8A6E1EEEA33726492180FD55,235427233,12,2,3,1,5960623,31205265
20360,3EBC9F1D45CDE8AF441FF6BFEDC86AAB,232548464,13,2,3,1,12012240,31202878
20361,EC66920FD98B49563BAE1CF82A06D20F,302944871,3,1,0,1,12345394,31348449
20362,290008BD3F69A0E923512F4AAE49A971,295754727,5,2,1,1,12885507,31261009
20363,E1AEC5B57B41A994209B7BD3FB111602,279014004,5,1,3,1,11993200,31244279
20364,F637C427D7DF453AE145A8A9A727804F,185779070,8,2,0,1,12129095,31202983
20365,EDA218A835F09F8016E4284A426FD09A,227669239,12,2,3,1,12012545,31202878
20366,A4F70A4A6094C7D1AB63779678C71285,229556072,13,1,0,2,12012625,31202878
20367,312F5558358F0C39189BE2349571F58C,229572581,12,1,3,1,12012587,31202878
20368,1EAD440149CA185FA6B5DCA67EE74D8C,279261982,6,1,3,2,12131137,31261785
20369,D0854E9F85B81D8C621743668F1A826A,225935081,6,1,1,1,12101439,31202983
20370,03D07B8011F56F8770E404D35D2AB55F,298727616,17,1,3,1,12665818,31202983
20371,32E843FFBBF4ACED3C8A67FCDCA65625,183837370,6,1,1,1,12101555,31202983
20372,76DC27AAC985E09D400C598407A958B2,103240322,7,1,1,1,12101658,31202983
20373,C3FDFDE14DF2B0BEE6AFB81F0FF13F2E,238182830,14,2,1,1,5958979,31205265
20374,6898C2C1430F3C3D02E800822CBC0E05,106920430,6,2,3,1,11958395,31326054
20375,46C07EB637F1A543D0BFE3A60003A462,248131307,17,2,0,1,3383986,31205265
20376,500A6D88FC8C30CD5A91113B38B04E68,303462516,35,2,0,1,13212562,31202967
20377,7EB3D6BBADEC54784741E48E883F772A,303462548,12,1,2,1,13212556,31202967
20378,CD25B8D8577EBF0EF84332CF5EE9F129,303462650,11,1,3,1,13212556,31202967
20379,FBB2F331AB0B89A97968C72EC90F2CCE,280319802,9,1,1,1,9062437,31244279
20380,05D52F1C1B919047FAD5F611D95DB53A,280927754,4,2,2,1,11956059,31326054
20381,5B581EECD21E395E255D7B0BFCEAF774,223484723,5,2,1,1,12133060,31316245
20382,5137A63CF711B80FB206EEC87B8E0014,303459117,14,2,1,1,13212017,31202967
20383,799F9F6CCFAC28340EAD04786126EBE2,303459119,17,1,0,1,13212017,31202967
20384,6CD7C5ED79E24C4BD527ABED30A59B7F,280689399,7,1,2,1,11881367,31251933
20385,A0516635B1033906C56263CD19FDB2C6,303458456,20,2,3,1,13212562,31202967
20387,717AF2A39F3D698B4A634FA4BF49BF73,223474374,5,1,1,1,12133060,31316245
20388,C1183CFF73911EE2B2409C49D0EF620F,223591710,5,2,3,1,12134105,31316245
20389,FDDF5EC78D5FF8400FA85F3C403ED863,281124781,17,1,3,1,12151635,31346314
20390,167793EFFACCB5D9FCEECFCDF3D02E04,294054241,4,1,1,1,11957296,31326054
20391,A06E993A1A22132776FE65A35285E2B6,281488025,8,1,1,1,12129114,31202983
20394,0631C452B0B25AC2D05D15F5640B65A8,221987102,12,2,1,1,12146034,31316245
20395,8C631080F21BA2AA3CF690B626433BD1,281759104,14,2,3,1,9067806,31244279
20397,BCC322AA033A038BA3AEB0155D5A1C8C,234274936,10,1,1,1,87494,31205265
20398,1EC881CE72E3ECAA91C1BA2F592D02A3,170911789,11,2,3,1,12405566,31217751
20399,D3B40688D8486A91272CFAB2B394EDEF,66099543,17,1,1,1,1741044,31205231
20400,6CB94A20AC4F073A98A1A041B2EDB658,287568348,4,2,1,1,893264,31205249
20401,805DF162E1F4061A0E1354786AA7BEBE,229219984,3,2,1,1,1738691,31205231
20402,564E8559DB323589CEEF78EA9D4A3F3E,326153912,3,1,0,1,14219428,31203092
20403,892783D04C3D1A95C8AD488967B35401,287487001,11,1,1,1,12096409,31203092
20404,A849E464C550AC9A16F72AFDB43C0C4C,326140652,4,2,3,1,14219389,31203092
20405,8B065EDB563320B4E0EC4E36E1F0F8C6,310311023,6,2,1,1,12207254,31354848
20406,1C7C9E9AFCB8DADA6C43563BA2587888,240937284,16,1,0,1,12279781,31328294
20408,3EEDF3271B6BDB07F3D434AD3BE569F2,227897736,11,2,3,1,12097513,31203092
20409,C52DB72BB71F8B7AC7241FE4AF927ABD,133783714,9,1,3,1,12456066,31203076
20410,5B7DF3ACCB8F803E1EF9538702EB1160,287577512,3,2,1,1,12139472,31288128
20411,2B22890A557A4236F02F42E47CBBB6C2,287610989,13,1,1,1,12097864,31203092
20412,3A64848349BA5325A1DCDF85752D0F1B,287573780,10,1,0,1,12456066,31203076
20413,AFA198E393AD51B660367F789CEF921E,295004177,18,2,0,1,12850451,31203009
20414,C12162A3C85B8F4B6480F353BB91D044,295004619,13,1,1,1,12851407,31203009
20415,5B2F0EC06FB3CB5293358D631F1E75B2,288391025,4,2,3,1,11990161,31266965
20416,BB3CB1C2CFAD0E0EA1237AC2E461E57B,295003813,17,1,3,2,12850456,31203009
20417,8A64A253C1CCBE01A7DA747E9B376D63,285922921,2,2,1,1,1741026,31205231
20418,3D9D879B33AEAD58E58B6A70A8995A80,288866322,8,2,1,1,12541734,31310573
20419,5D53A5D7718666C4E6769D7F94ADCCF5,164529158,13,1,1,1,8847101,31203017
20420,97F7298577993EC9220B5A7825A2C53F,285273639,10,1,3,1,12095086,31203092
20421,B7C3AD1224AA6B71F1892A928272E9CD,299109312,18,1,1,1,12914703,31202983
20422,72BFAE5D0DFA6EE26BA4D96AE7D5E323,264014107,3,1,1,1,14228119,31203092
20423,60DE13458E3232719A6D08147CE683B0,277124323,3,2,1,1,11918789,31261009
20424,8EE69B66F93A2C6948BC47FB3CE095BD,164233698,11,1,1,1,8843756,31203017
20425,0E19D5AA0BAD7D51D51FAF87ADC4EDE6,223030264,15,2,3,1,8843880,31203017
20426,AE8C6B99BDBD340164D18D07F93E0E28,290942728,4,2,0,1,12403833,31217751
20427,59E98E3791335BFD5F84D1A8D99D0627,292040585,3,1,3,1,12539391,31310573
20428,641A37FEA54E215C3E28DC96D14D2687,133887887,7,1,1,1,579045,31203076
20429,A112191EB78B7F353FBE2D355E0728E9,224909900,7,1,2,1,12012194,31202878
20430,902C6CEA0364016CD143BDFB4D46E51B,278037153,4,1,1,1,9055631,31244279
20431,B66D206564379CBB94DED1ECF48A4F8D,129679673,7,2,3,1,579514,31203076
20432,37D1D41C3C3285AF80C05E83F6B79285,223391108,5,2,1,1,12009366,31202878
20433,B1029E54367D97598BD6532C79A07507,291565716,10,1,1,1,12012443,31202878
20434,6AF0CD871509F636D5CEFB83225D01B9,232352199,9,1,1,1,87498,31205265
20435,342A50A344F926EF27551B7DEC34988E,230487992,13,2,0,1,12098178,31203092
20436,EA23D3B1A4F288E66715667DD8B04859,288151163,14,2,1,1,1741042,31205231
20437,1DF19701B9AE7E94F32D941CEAC3C3E1,2089230,17,2,3,1,143998,31203122
20438,4C52D1611B3C397458812B15F8EFB1A9,236235926,6,2,0,1,578830,31203076
20439,50476D0B5E3CE503F4A3B84F8ADED968,292121190,5,1,1,1,12710527,31261009
20440,686F604AF207901C2C3AB223D1DA36CD,279060657,12,2,0,1,11957965,31210609
